date,board,nPages,nTopics_est,nSample
2014-08-18,"('General Category', 'General Discussion')",171,8525,35.0
2014-08-18,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-08-18,"('General Category', 'Security Discussion')",11,525,14.0
2014-08-18,"('General Category', 'Product Offers')",41,2025,32.0
2014-08-18,"('Local forums', 'German')",7,325,15.0
2014-08-18,"('Community', 'Philosophy, Economics and Justice')",2,75,1.0
2014-08-18,"('General Category', 'Newbie Section ')",50,2475,44.0
2014-08-18,"('General Category', 'Referral Links')",44,2175,16.0
2014-08-18,"('Community', 'Drug Safety')",1,25,3.0
2014-08-18,"('General Category', 'New Features')",5,225,1.0
2014-08-18,"('General Category', 'Bugs')",5,225,1.0
2014-08-18,"('General Category', 'Product Categories')",6,275,3.0
2014-08-18,"('Offtopic', 'Generic randomness')",6,275,3.0
2014-08-18,"('Official section', 'News')",1,25,1.0
2014-08-18,"('Official section', 'Info')",1,25,1.0
2014-08-18,"('General Category', 'Vendor Discussion')",54,2675,38.0
2014-08-20,"('General Category', 'General Discussion')",172,8575,8466.0
2014-08-20,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-08-20,"('General Category', 'Security Discussion')",11,525,491.0
2014-08-20,"('General Category', 'Product Offers')",41,2025,1959.0
2014-08-20,"('Local forums', 'German')",7,325,295.0
2014-08-20,"('Community', 'Philosophy, Economics and Justice')",1,25,27.0
2014-08-20,"('General Category', 'Newbie Section ')",50,2475,2345.0
2014-08-20,"('General Category', 'Referral Links')",44,2175,2010.0
2014-08-20,"('Community', 'Drug Safety')",1,25,1.0
2014-08-20,"('General Category', 'New Features')",5,225,168.0
2014-08-20,"('General Category', 'Bugs')",5,225,190.0
2014-08-20,"('General Category', 'Product Categories')",6,275,229.0
2014-08-20,"('Offtopic', 'Generic randomness')",6,275,225.0
2014-08-20,"('Official section', 'News')",1,25,1.0
2014-08-20,"('Official section', 'Info')",1,25,1.0
2014-08-20,"('General Category', 'Vendor Discussion')",55,2725,2586.0
2014-08-25,"('General Category', 'General Discussion')",173,8625,103.0
2014-08-25,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-08-25,"('General Category', 'Security Discussion')",11,525,9.0
2014-08-25,"('General Category', 'Product Offers')",41,2025,43.0
2014-08-25,"('Local forums', 'German')",8,375,7.0
2014-08-25,"('Community', 'Philosophy, Economics and Justice')",1,25,2.0
2014-08-25,"('General Category', 'Newbie Section ')",51,2525,146.0
2014-08-25,"('General Category', 'Referral Links')",44,2175,10.0
2014-08-25,"('Community', 'Drug Safety')",1,25,4.0
2014-08-25,"('General Category', 'New Features')",5,225,1.0
2014-08-25,"('General Category', 'Bugs')",5,225,3.0
2014-08-25,"('General Category', 'Product Categories')",6,275,4.0
2014-08-25,"('Offtopic', 'Generic randomness')",6,275,3.0
2014-08-25,"('Official section', 'News')",1,25,1.0
2014-08-25,"('Official section', 'Info')",1,25,1.0
2014-08-25,"('General Category', 'Vendor Discussion')",55,2725,104.0
2014-08-28,"('General Category', 'General Discussion')",174,8675,50.0
2014-08-28,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-08-28,"('General Category', 'Security Discussion')",11,525,7.0
2014-08-28,"('General Category', 'Product Offers')",42,2075,1624.0
2014-08-28,"('Local forums', 'German')",8,375,246.0
2014-08-28,"('Community', 'Philosophy, Economics and Justice')",1,25,2.0
2014-08-28,"('General Category', 'Newbie Section ')",53,2625,81.0
2014-08-28,"('General Category', 'Referral Links')",44,2175,6.0
2014-08-28,"('Community', 'Drug Safety')",1,25,1.0
2014-08-28,"('General Category', 'New Features')",5,225,1.0
2014-08-28,"('General Category', 'Bugs')",5,225,43.0
2014-08-28,"('General Category', 'Product Categories')",6,275,4.0
2014-08-28,"('Offtopic', 'Generic randomness')",6,275,217.0
2014-08-28,"('Official section', 'News')",1,25,1.0
2014-08-28,"('Official section', 'Info')",1,25,1.0
2014-08-28,"('General Category', 'Vendor Discussion')",56,2775,73.0
2014-09-02,"('General Category', 'General Discussion')",176,8775,287.0
2014-09-02,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-09-02,"('General Category', 'Security Discussion')",11,525,6.0
2014-09-02,"('General Category', 'Product Offers')",42,2075,35.0
2014-09-02,"('Local forums', 'German')",8,375,51.0
2014-09-02,"('Community', 'Philosophy, Economics and Justice')",1,25,2.0
2014-09-02,"('General Category', 'Newbie Section ')",54,2675,126.0
2014-09-02,"('General Category', 'Referral Links')",44,2175,10.0
2014-09-02,"('Community', 'Drug Safety')",1,25,5.0
2014-09-02,"('General Category', 'New Features')",5,225,1.0
2014-09-02,"('General Category', 'Bugs')",5,225,4.0
2014-09-02,"('General Category', 'Product Categories')",6,275,5.0
2014-09-02,"('Offtopic', 'Generic randomness')",6,275,7.0
2014-09-02,"('Official section', 'News')",1,25,1.0
2014-09-02,"('Official section', 'Info')",1,25,1.0
2014-09-02,"('General Category', 'Vendor Discussion')",56,2775,42.0
2014-09-08,"('General Category', 'General Discussion')",178,8875,128.0
2014-09-08,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-09-08,"('General Category', 'Security Discussion')",11,525,11.0
2014-09-08,"('General Category', 'Product Offers')",43,2125,68.0
2014-09-08,"('Local forums', 'German')",8,375,13.0
2014-09-08,"('Community', 'Philosophy, Economics and Justice')",1,25,2.0
2014-09-08,"('General Category', 'Newbie Section ')",57,2825,139.0
2014-09-08,"('General Category', 'Referral Links')",46,2275,125.0
2014-09-08,"('Community', 'Drug Safety')",1,25,5.0
2014-09-08,"('General Category', 'New Features')",5,225,2.0
2014-09-08,"('General Category', 'Bugs')",6,275,3.0
2014-09-08,"('General Category', 'Product Categories')",6,275,5.0
2014-09-08,"('Offtopic', 'Generic randomness')",6,275,3.0
2014-09-08,"('Official section', 'News')",1,25,1.0
2014-09-08,"('Official section', 'Info')",1,25,1.0
2014-09-08,"('General Category', 'Vendor Discussion')",57,2825,74.0
2014-09-14,"('General Category', 'General Discussion')",179,8925,8172.0
2014-09-14,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-09-14,"('General Category', 'Security Discussion')",11,525,302.0
2014-09-14,"('General Category', 'Product Offers')",44,2175,49.0
2014-09-14,"('Local forums', 'German')",8,375,19.0
2014-09-14,"('Community', 'Philosophy, Economics and Justice')",1,25,2.0
2014-09-14,"('General Category', 'Newbie Section ')",60,2975,555.0
2014-09-14,"('General Category', 'Referral Links')",52,2575,44.0
2014-09-14,"('Community', 'Drug Safety')",1,25,1.0
2014-09-14,"('General Category', 'New Features')",5,225,1.0
2014-09-14,"('General Category', 'Bugs')",6,275,6.0
2014-09-14,"('General Category', 'Product Categories')",6,275,3.0
2014-09-14,"('Offtopic', 'Generic randomness')",6,275,4.0
2014-09-14,"('Official section', 'News')",1,25,1.0
2014-09-14,"('Official section', 'Info')",1,25,1.0
2014-09-14,"('General Category', 'Vendor Discussion')",58,2875,46.0
2014-09-22,"('General Category', 'General Discussion')",182,9075,358.0
2014-09-22,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-09-22,"('General Category', 'Security Discussion')",11,525,7.0
2014-09-22,"('General Category', 'Product Offers')",45,2225,66.0
2014-09-22,"('Local forums', 'German')",8,375,15.0
2014-09-22,"('Community', 'Philosophy, Economics and Justice')",1,25,3.0
2014-09-22,"('General Category', 'Newbie Section ')",62,3075,271.0
2014-09-22,"('General Category', 'Referral Links')",48,2375,132.0
2014-09-22,"('Community', 'Drug Safety')",1,25,3.0
2014-09-22,"('General Category', 'New Features')",5,225,5.0
2014-09-22,"('General Category', 'Bugs')",6,275,1.0
2014-09-22,"('General Category', 'Product Categories')",7,325,51.0
2014-09-22,"('Offtopic', 'Generic randomness')",6,275,7.0
2014-09-22,"('Official section', 'News')",1,25,1.0
2014-09-22,"('Official section', 'Info')",1,25,1.0
2014-09-22,"('General Category', 'Vendor Discussion')",59,2925,72.0
2014-09-26,"('General Category', 'General Discussion')",183,9125,88.0
2014-09-26,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-09-26,"('General Category', 'Security Discussion')",11,525,3.0
2014-09-26,"('General Category', 'Product Offers')",46,2275,57.0
2014-09-26,"('Local forums', 'German')",9,425,9.0
2014-09-26,"('Community', 'Philosophy, Economics and Justice')",1,25,5.0
2014-09-26,"('General Category', 'Newbie Section ')",66,3275,284.0
2014-09-26,"('General Category', 'Referral Links')",49,2425,19.0
2014-09-26,"('Community', 'Drug Safety')",1,25,4.0
2014-09-26,"('General Category', 'New Features')",5,225,1.0
2014-09-26,"('General Category', 'Bugs')",6,275,1.0
2014-09-26,"('General Category', 'Product Categories')",7,325,7.0
2014-09-26,"('Offtopic', 'Generic randomness')",7,325,5.0
2014-09-26,"('Official section', 'News')",1,25,1.0
2014-09-26,"('Official section', 'Info')",1,25,1.0
2014-09-26,"('General Category', 'Vendor Discussion')",60,2975,70.0
2014-09-28,"('General Category', 'General Discussion')",183,9125,54.0
2014-09-28,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-09-28,"('General Category', 'Security Discussion')",13,625,3.0
2014-09-28,"('General Category', 'Product Offers')",46,2275,29.0
2014-09-28,"('Local forums', 'German')",9,425,9.0
2014-09-28,"('Community', 'Philosophy, Economics and Justice')",1,25,1.0
2014-09-28,"('General Category', 'Newbie Section ')",65,3225,64.0
2014-09-28,"('General Category', 'Referral Links')",43,2125,11.0
2014-09-28,"('Community', 'Drug Safety')",1,25,2.0
2014-09-28,"('General Category', 'New Features')",5,225,1.0
2014-09-28,"('General Category', 'Bugs')",6,275,1.0
2014-09-28,"('General Category', 'Product Categories')",7,325,4.0
2014-09-28,"('Offtopic', 'Generic randomness')",7,325,1.0
2014-09-28,"('Official section', 'News')",1,25,1.0
2014-09-28,"('Official section', 'Info')",1,25,1.0
2014-09-28,"('General Category', 'Vendor Discussion')",61,3025,39.0
2014-10-04,"('General Category', 'General Discussion')",460,22975,1379.0
2014-10-04,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-10-04,"('General Category', 'Security Discussion')",31,1525,349.0
2014-10-04,"('General Category', 'Product Offers')",117,5825,1394.0
2014-10-04,"('Local forums', 'German')",21,1025,207.0
2014-10-04,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-10-04,"('General Category', 'Newbie Section ')",170,8475,1224.0
2014-10-04,"('General Category', 'Referral Links')",107,5325,1193.0
2014-10-04,"('Community', 'Drug Safety')",2,75,1.0
2014-10-04,"('General Category', 'New Features')",11,525,1.0
2014-10-04,"('General Category', 'Bugs')",13,625,1.0
2014-10-04,"('General Category', 'Product Categories')",16,775,54.0
2014-10-04,"('Offtopic', 'Generic randomness')",16,775,50.0
2014-10-04,"('Official section', 'News')",1,25,1.0
2014-10-04,"('Official section', 'Info')",1,25,1.0
2014-10-04,"('General Category', 'Vendor Discussion')",153,7625,1428.0
2014-10-17,"('General Category', 'General Discussion')",468,23375,179.0
2014-10-17,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-10-17,"('General Category', 'Security Discussion')",32,1575,28.0
2014-10-17,"('General Category', 'Product Offers')",121,6025,85.0
2014-10-17,"('Local forums', 'German')",22,1075,3.0
2014-10-17,"('Community', 'Philosophy, Economics and Justice')",5,225,3.0
2014-10-17,"('General Category', 'Newbie Section ')",185,9225,17.0
2014-10-17,"('General Category', 'Referral Links')",107,5325,48.0
2014-10-17,"('Community', 'Drug Safety')",3,125,4.0
2014-10-17,"('General Category', 'New Features')",12,575,2.0
2014-10-17,"('General Category', 'Bugs')",13,625,3.0
2014-10-17,"('General Category', 'Product Categories')",17,825,5.0
2014-10-17,"('Offtopic', 'Generic randomness')",16,775,2.0
2014-10-17,"('Official section', 'News')",1,25,1.0
2014-10-17,"('Official section', 'Info')",1,25,1.0
2014-10-17,"('General Category', 'Vendor Discussion')",158,7875,96.0
2014-10-20,"('General Category', 'General Discussion')",469,23425,8855.0
2014-10-20,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-10-20,"('General Category', 'Security Discussion')",32,1575,356.0
2014-10-20,"('General Category', 'Product Offers')",121,6025,2143.0
2014-10-20,"('Local forums', 'German')",23,1125,416.0
2014-10-20,"('Community', 'Philosophy, Economics and Justice')",5,225,76.0
2014-10-20,"('General Category', 'Newbie Section ')",187,9325,3584.0
2014-10-20,"('General Category', 'Referral Links')",108,5375,1716.0
2014-10-20,"('Community', 'Drug Safety')",2,75,31.0
2014-10-20,"('General Category', 'New Features')",11,525,202.0
2014-10-20,"('General Category', 'Bugs')",13,625,1.0
2014-10-20,"('General Category', 'Product Categories')",17,825,60.0
2014-10-20,"('Offtopic', 'Generic randomness')",16,775,280.0
2014-10-20,"('Official section', 'News')",1,25,1.0
2014-10-20,"('Official section', 'Info')",1,25,1.0
2014-10-20,"('General Category', 'Vendor Discussion')",159,7925,2857.0
2014-10-23,"('General Category', 'General Discussion')",472,23575,74.0
2014-10-23,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-10-23,"('General Category', 'Security Discussion')",33,1625,5.0
2014-10-23,"('General Category', 'Product Offers')",123,6125,17.0
2014-10-23,"('Local forums', 'German')",23,1125,10.0
2014-10-23,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-10-23,"('General Category', 'Newbie Section ')",190,9475,105.0
2014-10-23,"('General Category', 'Referral Links')",108,5375,1.0
2014-10-23,"('Community', 'Drug Safety')",2,75,2.0
2014-10-23,"('General Category', 'New Features')",11,525,1.0
2014-10-23,"('General Category', 'Bugs')",13,625,1.0
2014-10-23,"('General Category', 'Product Categories')",17,825,2.0
2014-10-23,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-10-23,"('Official section', 'News')",1,25,1.0
2014-10-23,"('Official section', 'Info')",1,25,1.0
2014-10-23,"('General Category', 'Vendor Discussion')",160,7975,30.0
2014-10-29,"('General Category', 'General Discussion')",475,23725,100.0
2014-10-29,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-10-29,"('General Category', 'Security Discussion')",33,1625,5.0
2014-10-29,"('General Category', 'Product Offers')",124,6175,52.0
2014-10-29,"('Local forums', 'German')",24,1175,16.0
2014-10-29,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-10-29,"('General Category', 'Newbie Section ')",196,9775,168.0
2014-10-29,"('General Category', 'Referral Links')",109,5425,20.0
2014-10-29,"('Community', 'Drug Safety')",2,75,3.0
2014-10-29,"('General Category', 'New Features')",11,525,3.0
2014-10-29,"('General Category', 'Bugs')",13,625,1.0
2014-10-29,"('General Category', 'Product Categories')",17,825,21.0
2014-10-29,"('Offtopic', 'Generic randomness')",16,775,2.0
2014-10-29,"('Official section', 'News')",1,25,1.0
2014-10-29,"('Official section', 'Info')",1,25,1.0
2014-10-29,"('General Category', 'Vendor Discussion')",162,8075,67.0
2014-11-06,"('General Category', 'General Discussion')",500,24975,41.0
2014-11-06,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-06,"('General Category', 'Security Discussion')",32,1575,11.0
2014-11-06,"('General Category', 'Product Offers')",129,6425,14.0
2014-11-06,"('Local forums', 'German')",24,1175,9.0
2014-11-06,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-06,"('General Category', 'Newbie Section ')",210,10475,19.0
2014-11-06,"('General Category', 'Referral Links')",134,6675,53.0
2014-11-06,"('Community', 'Drug Safety')",3,125,3.0
2014-11-06,"('General Category', 'New Features')",12,575,1.0
2014-11-06,"('General Category', 'Bugs')",14,675,8.0
2014-11-06,"('General Category', 'Product Categories')",17,825,8.0
2014-11-06,"('Offtopic', 'Generic randomness')",16,775,6.0
2014-11-06,"('Official section', 'News')",1,25,1.0
2014-11-06,"('Official section', 'Info')",1,25,1.0
2014-11-06,"('General Category', 'Vendor Discussion')",166,8275,62.0
2014-11-07,"('General Category', 'General Discussion')",482,24075,92.0
2014-11-07,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-07,"('General Category', 'Security Discussion')",32,1575,5.0
2014-11-07,"('General Category', 'Product Offers')",129,6425,92.0
2014-11-07,"('Local forums', 'German')",24,1175,459.0
2014-11-07,"('Community', 'Philosophy, Economics and Justice')",5,225,79.0
2014-11-07,"('General Category', 'Newbie Section ')",208,10375,2038.0
2014-11-07,"('General Category', 'Referral Links')",134,6675,1887.0
2014-11-07,"('Community', 'Drug Safety')",2,75,37.0
2014-11-07,"('General Category', 'New Features')",11,525,210.0
2014-11-07,"('General Category', 'Bugs')",14,675,247.0
2014-11-07,"('General Category', 'Product Categories')",17,825,297.0
2014-11-07,"('Offtopic', 'Generic randomness')",16,775,288.0
2014-11-07,"('Official section', 'News')",1,25,1.0
2014-11-07,"('Official section', 'Info')",1,25,1.0
2014-11-07,"('General Category', 'Vendor Discussion')",167,8325,1899.0
2014-11-08,"('General Category', 'General Discussion')",483,24125,928.0
2014-11-08,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-08,"('General Category', 'Security Discussion')",33,1625,527.0
2014-11-08,"('General Category', 'Product Offers')",129,6425,888.0
2014-11-08,"('Local forums', 'German')",24,1175,2.0
2014-11-08,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-08,"('General Category', 'Newbie Section ')",212,10575,121.0
2014-11-08,"('General Category', 'Referral Links')",135,6725,2.0
2014-11-08,"('Community', 'Drug Safety')",2,75,1.0
2014-11-08,"('General Category', 'New Features')",11,525,1.0
2014-11-08,"('General Category', 'Bugs')",14,675,1.0
2014-11-08,"('General Category', 'Product Categories')",17,825,20.0
2014-11-08,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-11-08,"('Official section', 'News')",1,25,1.0
2014-11-08,"('Official section', 'Info')",1,25,1.0
2014-11-08,"('General Category', 'Vendor Discussion')",167,8325,50.0
2014-11-10,"('General Category', 'General Discussion')",485,24225,461.0
2014-11-10,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-10,"('General Category', 'Security Discussion')",33,1625,4.0
2014-11-10,"('General Category', 'Product Offers')",131,6525,496.0
2014-11-10,"('Local forums', 'German')",24,1175,24.0
2014-11-10,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-10,"('General Category', 'Newbie Section ')",216,10775,670.0
2014-11-10,"('General Category', 'Referral Links')",174,8675,654.0
2014-11-10,"('Community', 'Drug Safety')",2,75,1.0
2014-11-10,"('General Category', 'New Features')",11,525,1.0
2014-11-10,"('General Category', 'Bugs')",14,675,1.0
2014-11-10,"('General Category', 'Product Categories')",17,825,2.0
2014-11-10,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-11-10,"('Official section', 'News')",1,25,1.0
2014-11-10,"('Official section', 'Info')",1,25,1.0
2014-11-10,"('General Category', 'Vendor Discussion')",168,8375,470.0
2014-11-11,"('General Category', 'General Discussion')",486,24275,67.0
2014-11-11,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-11,"('General Category', 'Security Discussion')",34,1675,6.0
2014-11-11,"('General Category', 'Product Offers')",131,6525,53.0
2014-11-11,"('Local forums', 'German')",24,1175,7.0
2014-11-11,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-11,"('General Category', 'Newbie Section ')",216,10775,199.0
2014-11-11,"('General Category', 'Referral Links')",174,8675,37.0
2014-11-11,"('Community', 'Drug Safety')",2,75,4.0
2014-11-11,"('General Category', 'New Features')",11,525,1.0
2014-11-11,"('General Category', 'Bugs')",14,675,2.0
2014-11-11,"('General Category', 'Product Categories')",17,825,1.0
2014-11-11,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-11-11,"('Official section', 'News')",1,25,1.0
2014-11-11,"('Official section', 'Info')",1,25,1.0
2014-11-11,"('General Category', 'Vendor Discussion')",169,8425,45.0
2014-11-13,"('General Category', 'General Discussion')",489,24425,5526.0
2014-11-13,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-13,"('General Category', 'Security Discussion')",34,1675,221.0
2014-11-13,"('General Category', 'Product Offers')",132,6575,2151.0
2014-11-13,"('Local forums', 'German')",24,1175,221.0
2014-11-13,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-13,"('General Category', 'Newbie Section ')",224,11175,3833.0
2014-11-13,"('General Category', 'Referral Links')",131,6525,1539.0
2014-11-13,"('Community', 'Drug Safety')",2,75,1.0
2014-11-13,"('General Category', 'New Features')",11,525,1.0
2014-11-13,"('General Category', 'Bugs')",14,675,20.0
2014-11-13,"('General Category', 'Product Categories')",17,825,1.0
2014-11-13,"('Offtopic', 'Generic randomness')",16,775,41.0
2014-11-13,"('Official section', 'News')",1,25,1.0
2014-11-13,"('Official section', 'Info')",1,25,1.0
2014-11-13,"('General Category', 'Vendor Discussion')",170,8475,2888.0
2014-11-14,"('General Category', 'General Discussion')",489,24425,124.0
2014-11-14,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-14,"('General Category', 'Security Discussion')",34,1675,7.0
2014-11-14,"('General Category', 'Product Offers')",133,6625,79.0
2014-11-14,"('Local forums', 'German')",24,1175,6.0
2014-11-14,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-14,"('General Category', 'Newbie Section ')",230,11475,241.0
2014-11-14,"('General Category', 'Referral Links')",133,6625,204.0
2014-11-14,"('Community', 'Drug Safety')",4,175,2.0
2014-11-14,"('General Category', 'New Features')",11,525,1.0
2014-11-14,"('General Category', 'Bugs')",14,675,4.0
2014-11-14,"('General Category', 'Product Categories')",17,825,22.0
2014-11-14,"('Offtopic', 'Generic randomness')",16,775,4.0
2014-11-14,"('Official section', 'News')",1,25,1.0
2014-11-14,"('Official section', 'Info')",1,25,1.0
2014-11-14,"('General Category', 'Vendor Discussion')",171,8525,121.0
2014-11-15,"('General Category', 'General Discussion')",489,24425,56.0
2014-11-15,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-15,"('General Category', 'Security Discussion')",34,1675,7.0
2014-11-15,"('General Category', 'Product Offers')",134,6675,24.0
2014-11-15,"('Local forums', 'German')",24,1175,1.0
2014-11-15,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-15,"('General Category', 'Newbie Section ')",235,11725,155.0
2014-11-15,"('General Category', 'Referral Links')",140,6975,47.0
2014-11-15,"('Community', 'Drug Safety')",4,175,1.0
2014-11-15,"('General Category', 'New Features')",11,525,1.0
2014-11-15,"('General Category', 'Bugs')",14,675,1.0
2014-11-15,"('General Category', 'Product Categories')",18,875,2.0
2014-11-15,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-11-15,"('Official section', 'News')",1,25,1.0
2014-11-15,"('Official section', 'Info')",1,25,1.0
2014-11-15,"('General Category', 'Vendor Discussion')",171,8525,48.0
2014-11-16,"('General Category', 'General Discussion')",490,24475,16.0
2014-11-16,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-16,"('General Category', 'Security Discussion')",34,1675,4.0
2014-11-16,"('General Category', 'Product Offers')",134,6675,482.0
2014-11-16,"('Local forums', 'German')",24,1175,1.0
2014-11-16,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-11-16,"('General Category', 'Newbie Section ')",234,11675,86.0
2014-11-16,"('General Category', 'Referral Links')",147,7325,550.0
2014-11-16,"('Community', 'Drug Safety')",4,175,1.0
2014-11-16,"('General Category', 'New Features')",11,525,2.0
2014-11-16,"('General Category', 'Bugs')",14,675,1.0
2014-11-16,"('General Category', 'Product Categories')",18,875,1.0
2014-11-16,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-11-16,"('Official section', 'News')",1,25,1.0
2014-11-16,"('Official section', 'Info')",1,25,1.0
2014-11-16,"('General Category', 'Vendor Discussion')",172,8575,1184.0
2014-11-18,"('General Category', 'General Discussion')",197,9825,9387.0
2014-11-18,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-18,"('General Category', 'Security Discussion')",14,675,4.0
2014-11-18,"('General Category', 'Product Offers')",54,2675,18.0
2014-11-18,"('Local forums', 'German')",10,475,2.0
2014-11-18,"('Community', 'Philosophy, Economics and Justice')",1,25,1.0
2014-11-18,"('General Category', 'Newbie Section ')",95,4725,4419.0
2014-11-18,"('General Category', 'Referral Links')",59,2925,116.0
2014-11-18,"('Community', 'Drug Safety')",1,25,3.0
2014-11-18,"('General Category', 'New Features')",5,225,1.0
2014-11-18,"('General Category', 'Bugs')",6,275,1.0
2014-11-18,"('General Category', 'Product Categories')",7,325,1.0
2014-11-18,"('Offtopic', 'Generic randomness')",7,325,25.0
2014-11-18,"('Official section', 'News')",1,25,1.0
2014-11-18,"('Official section', 'Info')",1,25,1.0
2014-11-18,"('General Category', 'Vendor Discussion')",69,3425,23.0
2014-11-19,"('General Category', 'General Discussion')",197,9825,49.0
2014-11-19,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-19,"('General Category', 'Security Discussion')",14,675,4.0
2014-11-19,"('General Category', 'Product Offers')",55,2725,42.0
2014-11-19,"('Local forums', 'German')",10,475,4.0
2014-11-19,"('Community', 'Philosophy, Economics and Justice')",1,25,1.0
2014-11-19,"('General Category', 'Newbie Section ')",97,4825,94.0
2014-11-19,"('General Category', 'Referral Links')",59,2925,58.0
2014-11-19,"('Community', 'Drug Safety')",1,25,2.0
2014-11-19,"('General Category', 'New Features')",5,225,1.0
2014-11-19,"('General Category', 'Bugs')",6,275,2.0
2014-11-19,"('General Category', 'Product Categories')",7,325,1.0
2014-11-19,"('Offtopic', 'Generic randomness')",7,325,2.0
2014-11-19,"('Official section', 'News')",1,25,1.0
2014-11-19,"('Official section', 'Info')",1,25,1.0
2014-11-19,"('General Category', 'Vendor Discussion')",70,3475,48.0
2014-11-21,"('General Category', 'General Discussion')",198,9875,39.0
2014-11-21,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-21,"('General Category', 'Security Discussion')",13,625,4.0
2014-11-21,"('General Category', 'Product Offers')",55,2725,47.0
2014-11-21,"('Local forums', 'German')",10,475,3.0
2014-11-21,"('Community', 'Philosophy, Economics and Justice')",2,75,1.0
2014-11-21,"('General Category', 'Newbie Section ')",98,4875,92.0
2014-11-21,"('General Category', 'Referral Links')",61,3025,71.0
2014-11-21,"('Community', 'Drug Safety')",2,75,5.0
2014-11-21,"('General Category', 'New Features')",5,225,2.0
2014-11-21,"('General Category', 'Bugs')",6,275,1.0
2014-11-21,"('General Category', 'Product Categories')",7,325,2.0
2014-11-21,"('Offtopic', 'Generic randomness')",7,325,1.0
2014-11-21,"('Official section', 'News')",1,25,1.0
2014-11-21,"('Official section', 'Info')",1,25,1.0
2014-11-21,"('General Category', 'Vendor Discussion')",70,3475,49.0
2014-11-29,"('General Category', 'General Discussion')",199,9925,1162.0
2014-11-29,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-11-29,"('General Category', 'Security Discussion')",14,675,397.0
2014-11-29,"('General Category', 'Product Offers')",56,2775,1154.0
2014-11-29,"('Local forums', 'German')",11,525,449.0
2014-11-29,"('Community', 'Philosophy, Economics and Justice')",1,25,47.0
2014-11-29,"('General Category', 'Newbie Section ')",99,4925,1149.0
2014-11-29,"('General Category', 'Referral Links')",61,3025,1143.0
2014-11-29,"('Community', 'Drug Safety')",1,25,23.0
2014-11-29,"('General Category', 'New Features')",5,225,183.0
2014-11-29,"('General Category', 'Bugs')",6,275,2.0
2014-11-29,"('Offtopic', 'Generic randomness')",7,325,262.0
2014-11-29,"('Official section', 'News')",1,25,1.0
2014-11-29,"('Official section', 'Info')",1,25,1.0
2014-11-29,"('General Category', 'Vendor Discussion')",71,3525,1159.0
2014-12-01,"('General Category', 'General Discussion')",498,24875,1488.0
2014-12-01,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-01,"('General Category', 'Security Discussion')",35,1725,3.0
2014-12-01,"('General Category', 'Product Offers')",139,6925,1294.0
2014-12-01,"('Local forums', 'German')",26,1275,1.0
